poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,dem,rep,ind
89288,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Matched Sample,9.0,,10/29/24,10/31/24,,"",,216041,1152,lv,,lv,,11/3/24 12:34,"",https://www.yahoo.com/news/final-yahoo-newsyougov-election-poll-trump-pulls-even-with-harris-at-47--but-will-enthusiasm-favor-democrats-144135193.html,https://www.yahoo.com/news/final-yahoo-newsyougov-election-poll-trump-pulls-even-with-harris-at-47--but-will-enthusiasm-favor-democrats-144135193.html,,https://www.scribd.com/document/787484182/full-yahoo-20241101,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,48.0,45.0,
89195,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,2.7,-0.8,Online Opt-In Panel,9.0,,10/28/24,10/31/24,,"",,215521,1328,lv,,lv,,11/1/24 15:47,"",https://echeloninsights.com/in-the-news/oct-2024-verified-voter-omnibus/,https://echeloninsights.com/in-the-news/oct-2024-verified-voter-omnibus/,https://echelonin.wpenginepowered.com/wp-content/uploads/October-2024-Voter-Omnibus-Topline-EXTERNAL.pdf,https://echelonin.wpenginepowered.com/wp-content/uploads/October-2024-Voter-Omnibus-Crosstabs-EXTERNAL.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,47.0,48.0,
89128,1810,American Pulse,"","",American Pulse Research & Polling,836,American Pulse Research & Polling,,,IVR/Live Phone/Online Opt-In Panel,6.0,,10/28/24,10/30/24,,"",,215069,822,lv,,lv,,10/31/24 12:04,"",https://www.americanpulse.us/thankyou-pollresults-publicopinion-post-landscape-shaping-events-2,https://www.americanpulse.us/thankyou-pollresults-publicopinion-post-landscape-shaping-events-2,https://s3.amazonaws.com/kajabi-storefronts-production/file-uploads/sites/24373/themes/2158162839/downloads/2012817-41-6b-dc73-27c2a12ebe_241030_American_Pulse_-_Final_2024_National_Survey_-_Topline_Results.pdf,,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,47.2,45.2,
89181,356,OnMessage Inc.,1758,Senate Opportunity Fund,OnMessage,239,OnMessage Inc.,1.1,0.2,Online Opt-In Panel,1.0,,10/28/24,10/30/24,,"",,215399,800,lv,,lv,,11/1/24 11:42,"",https://senopportunity.org/wp-content/uploads/2024/11/2024-10-SOF-67-Public-Deck.pdf,,https://senopportunity.org/wp-content/uploads/2024/11/2024-10-SOF-67-Public-Deck.pdf,,"",,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,44.0,45.0,
89155,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Opt-In Panel,6.0,,10/27/24,10/29/24,,"",,215303,4523,rv,,rv,,10/31/24 20:10,"",https://www.forbes.com/sites/joewalsh/2024/10/31/new-harrisxforbes-poll-harris-leads-trump-by-just-1-point-a-statistical-tie-as-10-still-unsure/,https://www.forbes.com/sites/joewalsh/2024/10/31/new-harrisxforbes-poll-harris-leads-trump-by-just-1-point-a-statistical-tie-as-10-still-unsure/,,https://elections.harrisx.com/public/Political_Overnight_Poll_10_29_2024_3_Days.html,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,42.0,43.0,
89155,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Opt-In Panel,6.0,,10/27/24,10/29/24,,"",,215304,3718,lv,,lv,,10/31/24 20:10,"",https://www.forbes.com/sites/joewalsh/2024/10/31/new-harrisxforbes-poll-harris-leads-trump-by-just-1-point-a-statistical-tie-as-10-still-unsure/,https://www.forbes.com/sites/joewalsh/2024/10/31/new-harrisxforbes-poll-harris-leads-trump-by-just-1-point-a-statistical-tie-as-10-still-unsure/,,https://elections.harrisx.com/public/Political_Overnight_Poll_10_29_2024_3_Days.html,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,46.0,
89088,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Matched Sample,9.0,,10/26/24,10/29/24,,"",,214871,1446,rv,,rv,,10/30/24 09:29,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_xAm5lvg.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_xAm5lvg.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_NgtZTja.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,46.0,
89088,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Matched Sample,9.0,,10/26/24,10/29/24,,"",,214872,1309,lv,,lv,,10/30/24 09:29,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_xAm5lvg.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_xAm5lvg.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_NgtZTja.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,47.0,
89134,1624,J.L. Partners,1997,DailyMail.com,J.L. Partners,619,J.L. Partners,1.6,0.2,,6.0,,10/26/24,10/29/24,,"",,215116,1000,lv,,lv,,10/31/24 14:19,"",https://jlpartners.com/nationwide-likely-voters-polling-october-31-2024,https://jlpartners.com/nationwide-likely-voters-polling-october-31-2024,,,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,43.0,46.0,
89183,1416,HarrisX,2232,Blockchain Association,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Opt-In Panel,6.0,,10/25/24,10/28/24,,"",,215434,1717,rv,,rv,,11/1/24 12:32,"",https://www.harrisx.com/content/october-2024-harrisx-blockchain-association-poll,,,https://www.harrisx.com/content/october-2024-harrisx-blockchain-association-poll,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,49.0,51.0,
89183,1416,HarrisX,2232,Blockchain Association,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Opt-In Panel,6.0,,10/25/24,10/28/24,,"",,215435,1475,lv,,lv,,11/1/24 12:32,"",https://www.harrisx.com/content/october-2024-harrisx-blockchain-association-poll,,,https://www.harrisx.com/content/october-2024-harrisx-blockchain-association-poll,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,49.0,51.0,
89089,1800,Noble Predictive Insights,"","",Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Live Phone/Text-to-Web,6.0,,10/23/24,10/27/24,,"",,214873,707,lv,,lv,,10/30/24 09:29,"",https://www.noblepredictiveinsights.com/post/npi-national-poll-of-record-harris-leads-trump-by-3-points,https://www.noblepredictiveinsights.com/post/npi-national-poll-of-record-harris-leads-trump-by-3-points,,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2F7453540.fs1.hubspotusercontent-na1.net%2Fhubfs%2F7453540%2F2024%2520National%2520PoR%2FNational%2520PoR%2520poll%2520report.xlsx&wdOrigin=BROWSELINK,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,47.0,
89037,1801,Florida Atlantic University/Mainstreet Research,"","",Florida Atlantic University PolCom Lab/Mainstreet Research,770,Florida Atlantic University PolCom Lab/Mainstreet Research,,,Text-to-Web,6.0,,10/20/24,10/27/24,,"",,214691,937,rv,,rv,,10/29/24 14:36,"",https://www.faupolling.com/https-www-faupolling-com-wp-content-uploads-2024-10-mainstreet_us_oct_2024_public-3-pdf/,https://www.faupolling.com/https-www-faupolling-com-wp-content-uploads-2024-10-mainstreet_us_oct_2024_public-3-pdf/,https://www.faupolling.com/wp-content/uploads/2024/10/Mainstreet_US_Oct_2024_Public-3.pdf,,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,46.0,
89037,1801,Florida Atlantic University/Mainstreet Research,"","",Florida Atlantic University PolCom Lab/Mainstreet Research,770,Florida Atlantic University PolCom Lab/Mainstreet Research,,,Text-to-Web,6.0,,10/20/24,10/27/24,,"",,214692,911,lv,,lv,,10/29/24 14:36,"",https://www.faupolling.com/https-www-faupolling-com-wp-content-uploads-2024-10-mainstreet_us_oct_2024_public-3-pdf/,https://www.faupolling.com/https-www-faupolling-com-wp-content-uploads-2024-10-mainstreet_us_oct_2024_public-3-pdf/,https://www.faupolling.com/wp-content/uploads/2024/10/Mainstreet_US_Oct_2024_Public-3.pdf,,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,46.0,
89151,1347,Cygnal,"","",Cygnal,67,Cygnal,2.1,-1.1,,4.0,,10/24/24,10/26/24,,"",,215240,1507,lv,,lv,,10/31/24 16:32,"",https://www.cygn.al/poll-republican-enthusiasm-surges-as-harris-remains-flat-race-still-tied/,https://www.cygn.al/poll-republican-enthusiasm-surges-as-harris-remains-flat-race-still-tied/,,https://www.cygn.al/wp-content/uploads/2024/10/22669-Cygnal-National-NVT-Oct24-2-Deck-Public.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,47.7,47.8,
88956,1102,Emerson,"","",Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Opt-In Panel/Text-to-Web,7.0,,10/23/24,10/24/24,,"",,214396,1000,lv,,lv,,10/26/24 10:15,"",https://emersoncollegepolling.com/october-2024-national-poll-trump-49-harris-49/,https://emersoncollegepolling.com/october-2024-national-poll-trump-49-harris-49/,,https://docs.google.com/spreadsheets/d/1-lCMd8bb4RhCvL8zkLiulKvxWAYCN8ov/edit?gid=301016065#gid=301016065,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,48.3,47.5,
88934,356,OnMessage Inc.,1758,Senate Opportunity Fund,OnMessage,239,OnMessage Inc.,1.1,0.2,Online Opt-In Panel,1.0,,10/21/24,10/23/24,,"",,214154,800,lv,,lv,,10/25/24 09:02,"",https://senopportunity.org/wp-content/uploads/2024/10/2024-10-SOF-66-Public-Deck.pdf,https://senopportunity.org/wp-content/uploads/2024/10/2024-10-SOF-66-Public-Deck.pdf,,,"",,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,42.0,47.0,
88930,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,,10/20/24,10/23/24,,"",,214156,2516,rv,,rv,,10/25/24 09:02,"",https://www.nytimes.com/2024/10/25/us/politics/poll-harris-trump-times-siena.html,https://www.nytimes.com/2024/10/25/us/politics/poll-harris-trump-times-siena.html,https://www.nytimes.com/interactive/2024/10/25/us/elections/times-siena-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/25/us/elections/times-siena-poll-crosstabs.html,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,47.0,47.0,
88930,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,,10/20/24,10/23/24,,"",,214157,2516,lv,,lv,,10/25/24 09:02,"",https://www.nytimes.com/2024/10/25/us/politics/poll-harris-trump-times-siena.html,https://www.nytimes.com/2024/10/25/us/politics/poll-harris-trump-times-siena.html,https://www.nytimes.com/interactive/2024/10/25/us/elections/times-siena-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/25/us/elections/times-siena-poll-crosstabs.html,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,48.0,48.0,
88951,1866,CNN/SSRS,"","",CNN/SSRS,844,CNN,2.8,-0.6,Probability Panel,10.0,,10/20/24,10/23/24,,"",,214266,1704,lv,,lv,,10/25/24 12:43,"",https://www.cnn.com/2024/10/25/politics/cnn-poll-harris-trump/index.html,https://www.cnn.com/2024/10/25/politics/cnn-poll-harris-trump/index.html,,https://s3.documentcloud.org/documents/25252151/cnn-poll-on-2024-presidential-race.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,48.0,
88951,1866,CNN/SSRS,"","",CNN/SSRS,844,CNN,2.8,-0.6,Probability Panel,10.0,,10/20/24,10/23/24,,"",,214267,1704,rv,,rv,,10/25/24 12:43,"",https://www.cnn.com/2024/10/25/politics/cnn-poll-harris-trump/index.html,https://www.cnn.com/2024/10/25/politics/cnn-poll-harris-trump/index.html,,https://s3.documentcloud.org/documents/25252151/cnn-poll-on-2024-presidential-race.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,47.0,
88991,921,Clarity,"","",Clarity Campaign Labs,52,Clarity Campaign Labs,1.6,-0.2,Online Opt-In Panel/Text-to-Web,1.0,,10/17/24,10/23/24,,"",,214514,1314,lv,,lv,,10/28/24 17:23,"",https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/671fd5d3de112f28dcd4a39c/1730139604180/%5BAll%5D+Clarity+Omnibus+Overview+-+October+2024.pdf,,https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/671fd5d3de112f28dcd4a39c/1730139604180/%5BAll%5D+Clarity+Omnibus+Overview+-+October+2024.pdf,,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,42.0,
88889,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Opt-In Panel,6.0,,10/21/24,10/22/24,,"",,213845,1512,rv,,rv,,10/23/24 12:49,"",https://www.forbes.com/sites/saradorn/2024/10/23/new-harrisxforbes-poll-trump-leads-harris-by-2-points-but-12-are-still-deciding/,https://www.forbes.com/sites/saradorn/2024/10/23/new-harrisxforbes-poll-trump-leads-harris-by-2-points-but-12-are-still-deciding/,,https://elections.harrisx.com/public/HarrisX_Overnight_Poll_Oct_21_24_1_day.html,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,44.0,43.0,
88889,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Opt-In Panel,6.0,,10/21/24,10/22/24,,"",,213846,1244,lv,,lv,,10/23/24 12:49,"",https://www.forbes.com/sites/saradorn/2024/10/23/new-harrisxforbes-poll-trump-leads-harris-by-2-points-but-12-are-still-deciding/,https://www.forbes.com/sites/saradorn/2024/10/23/new-harrisxforbes-poll-trump-leads-harris-by-2-points-but-12-are-still-deciding/,,https://elections.harrisx.com/public/HarrisX_Overnight_Poll_Oct_21_24_1_day.html,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,47.0,
88872,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Matched Sample,9.0,,10/19/24,10/22/24,,"",,213805,1422,rv,,rv,,10/23/24 09:29,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_yNCDxST.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_yNCDxST.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_O3e18LR.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,46.0,
88872,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Matched Sample,9.0,,10/19/24,10/22/24,,"",,213806,1290,lv,,lv,,10/23/24 09:29,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_yNCDxST.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_yNCDxST.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_O3e18LR.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,47.0,47.0,
88917,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,,Live Phone/Text-to-Web,6.0,,10/19/24,10/22/24,,"",,213999,1500,rv,,rv,,10/24/24 09:12,"",https://www.wsj.com/politics/elections/trump-leads-harris-wsj-poll-779f8516?mod=e2twp,https://www.wsj.com/politics/elections/trump-leads-harris-wsj-poll-779f8516?mod=e2twp,https://prod-i.a.dj.com/public/resources/documents/WSJ_partial_results_late_Oct_2024.pdf,,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,49.0,
89105,1913,Paradigm,"","",Paradigm,881,Paradigm,,,Online Opt-In Panel,3.5,,10/17/24,10/22/24,,"",,214979,1000,lv,,lv,,10/30/24 15:43,"",https://www.paradigm.xyz/2024/10/october-polling,https://www.paradigm.xyz/2024/10/october-polling,,,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,44.0,43.0,
88867,568,YouGov,"2167,2168",The Times of London | SAY24,YouGov,391,YouGov,3.0,-1.1,Online Matched Sample,9.0,,10/18/24,10/21/24,,"",,213697,1266,rv,,rv,,10/22/24 19:41,"",https://www.thetimes.com/world/us-world/article/harris-trump-poll-today-latest-us-election-f2gs226xl,https://www.thetimes.com/world/us-world/article/harris-trump-poll-today-latest-us-election-f2gs226xl,,https://d3nkl3psvxxpe9.cloudfront.net/documents/Times_SAY24_20241023_01_44.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
88867,568,YouGov,"2167,2168",The Times of London | SAY24,YouGov,391,YouGov,3.0,-1.1,Online Matched Sample,9.0,,10/18/24,10/21/24,,"",,213698,1186,lv,,lv,,10/22/24 19:41,"",https://www.thetimes.com/world/us-world/article/harris-trump-poll-today-latest-us-election-f2gs226xl,https://www.thetimes.com/world/us-world/article/harris-trump-poll-today-latest-us-election-f2gs226xl,,https://d3nkl3psvxxpe9.cloudfront.net/documents/Times_SAY24_20241023_01_44.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,47.0,44.0,
88888,320,Monmouth,"","",Monmouth University Polling Institute,215,Monmouth University Polling Institute,2.9,-0.9,Live Phone/Text-to-Web,9.0,,10/17/24,10/21/24,,"",,213829,802,rv,,rv,,10/23/24 12:00,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_102324/,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_102324/,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_102324.pdf/,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,47.0,45.0,
88910,1292,Hart/POS,576,CNBC,Hart Research Associates/Public Opinion Strategies,221,Hart Research Associates/Public Opinion Strategies,2.6,-0.7,Live Phone,4.0,,10/15/24,10/19/24,,"",,213998,1000,rv,,rv,,10/24/24 09:12,"",https://www.cnbc.com/2024/10/24/presidential-election-is-a-dead-heat-though-trump-leads-harris-big-on-economy-says-cnbc-survey.html,https://www.cnbc.com/2024/10/24/presidential-election-is-a-dead-heat-though-trump-leads-harris-big-on-economy-says-cnbc-survey.html,https://fm.cnbc.com/applications/cnbc.com/resources/editorialfiles/2024/10/24/CNBC_All-America_Economic_Survey_Q3.pdf,,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,44.0,48.0,
88805,458,Suffolk,135,USA Today,Suffolk University,323,Suffolk University,2.9,-1.0,Live Phone,8.0,,10/14/24,10/18/24,,"",,213473,1000,lv,,lv,,10/21/24 08:52,"",https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/national#collapse-October-21-2024-National-Issues-Poll-with-USA-TODAY,https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/national#collapse-October-21-2024-National-Issues-Poll-with-USA-TODAY,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2024/10_21_2024_national_marginals_part_1.pdf,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2024/10_21_2024_national_tables_part_1.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.7,45.4,
88765,1102,Emerson,"","",Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Opt-In Panel/Text-to-Web,7.0,,10/14/24,10/16/24,,"",,213199,1000,lv,,lv,,10/18/24 09:03,"",https://emersoncollegepolling.com/october-2024-tracking-national-poll-harris-49-trump-48/,https://emersoncollegepolling.com/october-2024-tracking-national-poll-harris-49-trump-48/,,https://docs.google.com/spreadsheets/d/130z_dUtgMB3_yta2v8knWxjNv9Z2HymD/edit?gid=1544401297#gid=1544401297,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,47.6,45.3,
88774,356,OnMessage Inc.,1758,Senate Opportunity Fund,OnMessage,239,OnMessage Inc.,1.1,0.2,Online Opt-In Panel,1.0,,10/14/24,10/16/24,,"",,213275,800,lv,,lv,,10/18/24 12:06,"",https://senopportunity.org/wp-content/uploads/2024/10/2024-10-SOF-65-Public-Deck.pdf,,https://senopportunity.org/wp-content/uploads/2024/10/2024-10-SOF-65-Public-Deck.pdf,,"",,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,42.0,46.0,
