poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct
89593,1888,UMass Amherst/YouGov,"","",University of Massachusetts Department of Political Science/YouGov,354,University of Massachusetts Department of Political Science,,0.0,Online Matched Sample,7.5,Massachusetts,2/14/25,2/20/25,,"",,,,,218448,700,a,,a,,2/24/25 13:47,"",https://www.umass.edu/political-science/about/reports/2025#toc--toplines-and-crosstabs-,https://www.umass.edu/political-science/about/reports/2025#toc--toplines-and-crosstabs-,"https://umass-my.sharepoint.com/personal/crystalpaul_umass_edu/Documents/UMass%20Poll%20Polls%20for%20Web%20Posting/Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025/Toplines%20Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025.pdf?CT=1740407694787&OR=ItemsView","https://umass-my.sharepoint.com/personal/crystalpaul_umass_edu/Documents/UMass%20Poll%20Polls%20for%20Web%20Posting/Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025/Crosstabs%20Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025.pdf?CT=1740407697551&OR=ItemsView","",false,,16083,2026,Governor,0,,11/3/26,general,false,false,,true,DEM,Healey,37543,Maura Healey,45.0
89593,1888,UMass Amherst/YouGov,"","",University of Massachusetts Department of Political Science/YouGov,354,University of Massachusetts Department of Political Science,,0.0,Online Matched Sample,7.5,Massachusetts,2/14/25,2/20/25,,"",,,,,218448,700,a,,a,,2/24/25 13:47,"",https://www.umass.edu/political-science/about/reports/2025#toc--toplines-and-crosstabs-,https://www.umass.edu/political-science/about/reports/2025#toc--toplines-and-crosstabs-,"https://umass-my.sharepoint.com/personal/crystalpaul_umass_edu/Documents/UMass%20Poll%20Polls%20for%20Web%20Posting/Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025/Toplines%20Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025.pdf?CT=1740407694787&OR=ItemsView","https://umass-my.sharepoint.com/personal/crystalpaul_umass_edu/Documents/UMass%20Poll%20Polls%20for%20Web%20Posting/Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025/Crosstabs%20Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025.pdf?CT=1740407697551&OR=ItemsView","",false,,16083,2026,Governor,0,,11/3/26,general,false,false,,true,REP,Deaton,37868,John Deaton,25.0
89593,1888,UMass Amherst/YouGov,"","",University of Massachusetts Department of Political Science/YouGov,354,University of Massachusetts Department of Political Science,,0.0,Online Matched Sample,7.5,Massachusetts,2/14/25,2/20/25,,"",,,,,218449,700,a,,a,,2/24/25 13:49,"",https://www.umass.edu/political-science/about/reports/2025#toc--toplines-and-crosstabs-,https://www.umass.edu/political-science/about/reports/2025#toc--toplines-and-crosstabs-,"https://umass-my.sharepoint.com/personal/crystalpaul_umass_edu/Documents/UMass%20Poll%20Polls%20for%20Web%20Posting/Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025/Toplines%20Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025.pdf?CT=1740407694787&OR=ItemsView","https://umass-my.sharepoint.com/personal/crystalpaul_umass_edu/Documents/UMass%20Poll%20Polls%20for%20Web%20Posting/Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025/Crosstabs%20Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025.pdf?CT=1740407697551&OR=ItemsView","",false,,16083,2026,Governor,0,,11/3/26,general,false,false,,true,DEM,Healey,37543,Maura Healey,44.0
89593,1888,UMass Amherst/YouGov,"","",University of Massachusetts Department of Political Science/YouGov,354,University of Massachusetts Department of Political Science,,0.0,Online Matched Sample,7.5,Massachusetts,2/14/25,2/20/25,,"",,,,,218449,700,a,,a,,2/24/25 13:49,"",https://www.umass.edu/political-science/about/reports/2025#toc--toplines-and-crosstabs-,https://www.umass.edu/political-science/about/reports/2025#toc--toplines-and-crosstabs-,"https://umass-my.sharepoint.com/personal/crystalpaul_umass_edu/Documents/UMass%20Poll%20Polls%20for%20Web%20Posting/Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025/Toplines%20Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025.pdf?CT=1740407694787&OR=ItemsView","https://umass-my.sharepoint.com/personal/crystalpaul_umass_edu/Documents/UMass%20Poll%20Polls%20for%20Web%20Posting/Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025/Crosstabs%20Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025.pdf?CT=1740407697551&OR=ItemsView","",false,,16083,2026,Governor,0,,11/3/26,general,false,false,,true,REP,Shortsleeve,37869,Brian Shortsleeve,12.0
89593,1888,UMass Amherst/YouGov,"","",University of Massachusetts Department of Political Science/YouGov,354,University of Massachusetts Department of Political Science,,0.0,Online Matched Sample,7.5,Massachusetts,2/14/25,2/20/25,,"",,,,,218450,700,a,,a,,2/24/25 13:50,"",https://www.umass.edu/political-science/about/reports/2025#toc--toplines-and-crosstabs-,https://www.umass.edu/political-science/about/reports/2025#toc--toplines-and-crosstabs-,"https://umass-my.sharepoint.com/personal/crystalpaul_umass_edu/Documents/UMass%20Poll%20Polls%20for%20Web%20Posting/Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025/Toplines%20Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025.pdf?CT=1740407694787&OR=ItemsView","https://umass-my.sharepoint.com/personal/crystalpaul_umass_edu/Documents/UMass%20Poll%20Polls%20for%20Web%20Posting/Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025/Crosstabs%20Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025.pdf?CT=1740407697551&OR=ItemsView","",false,,16083,2026,Governor,0,,11/3/26,general,false,false,,true,DEM,Healey,37543,Maura Healey,44.0
89593,1888,UMass Amherst/YouGov,"","",University of Massachusetts Department of Political Science/YouGov,354,University of Massachusetts Department of Political Science,,0.0,Online Matched Sample,7.5,Massachusetts,2/14/25,2/20/25,,"",,,,,218450,700,a,,a,,2/24/25 13:50,"",https://www.umass.edu/political-science/about/reports/2025#toc--toplines-and-crosstabs-,https://www.umass.edu/political-science/about/reports/2025#toc--toplines-and-crosstabs-,"https://umass-my.sharepoint.com/personal/crystalpaul_umass_edu/Documents/UMass%20Poll%20Polls%20for%20Web%20Posting/Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025/Toplines%20Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025.pdf?CT=1740407694787&OR=ItemsView","https://umass-my.sharepoint.com/personal/crystalpaul_umass_edu/Documents/UMass%20Poll%20Polls%20for%20Web%20Posting/Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025/Crosstabs%20Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025.pdf?CT=1740407697551&OR=ItemsView","",false,,16083,2026,Governor,0,,11/3/26,general,false,false,,true,REP,Evangelidis,37870,Lew Evangelidis,14.0
89593,1888,UMass Amherst/YouGov,"","",University of Massachusetts Department of Political Science/YouGov,354,University of Massachusetts Department of Political Science,,0.0,Online Matched Sample,7.5,Massachusetts,2/14/25,2/20/25,,"",,,,,218451,700,a,,a,,2/24/25 13:50,"",https://www.umass.edu/political-science/about/reports/2025#toc--toplines-and-crosstabs-,https://www.umass.edu/political-science/about/reports/2025#toc--toplines-and-crosstabs-,"https://umass-my.sharepoint.com/personal/crystalpaul_umass_edu/Documents/UMass%20Poll%20Polls%20for%20Web%20Posting/Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025/Toplines%20Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025.pdf?CT=1740407694787&OR=ItemsView","https://umass-my.sharepoint.com/personal/crystalpaul_umass_edu/Documents/UMass%20Poll%20Polls%20for%20Web%20Posting/Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025/Crosstabs%20Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025.pdf?CT=1740407697551&OR=ItemsView","",false,,16083,2026,Governor,0,,11/3/26,general,false,false,,true,DEM,Healey,37543,Maura Healey,41.0
89593,1888,UMass Amherst/YouGov,"","",University of Massachusetts Department of Political Science/YouGov,354,University of Massachusetts Department of Political Science,,0.0,Online Matched Sample,7.5,Massachusetts,2/14/25,2/20/25,,"",,,,,218451,700,a,,a,,2/24/25 13:50,"",https://www.umass.edu/political-science/about/reports/2025#toc--toplines-and-crosstabs-,https://www.umass.edu/political-science/about/reports/2025#toc--toplines-and-crosstabs-,"https://umass-my.sharepoint.com/personal/crystalpaul_umass_edu/Documents/UMass%20Poll%20Polls%20for%20Web%20Posting/Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025/Toplines%20Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025.pdf?CT=1740407694787&OR=ItemsView","https://umass-my.sharepoint.com/personal/crystalpaul_umass_edu/Documents/UMass%20Poll%20Polls%20for%20Web%20Posting/Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025/Crosstabs%20Healy,%20Trump%20Approval%20&%20Issues%20-%20%C2%A0February%2024,%202025.pdf?CT=1740407697551&OR=ItemsView","",false,,16083,2026,Governor,0,,11/3/26,general,false,false,,true,REP,Durant,37871,Peter J. Durant,14.0
89603,1800,Noble Predictive Insights,"","",Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Online Opt-In Panel,6.0,Arizona,2/11/25,2/13/25,,"",,,,,218565,1006,rv,,rv,,2/26/25 10:35,"",https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,,https://www.noblepredictiveinsights.com/360-data-center/azpop-dashboard,"",,,16187,2026,Governor,0,,11/3/26,general,false,false,,true,DEM,Hobbs,37859,Katie Hobbs,43.0
89603,1800,Noble Predictive Insights,"","",Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Online Opt-In Panel,6.0,Arizona,2/11/25,2/13/25,,"",,,,,218565,1006,rv,,rv,,2/26/25 10:35,"",https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,,https://www.noblepredictiveinsights.com/360-data-center/azpop-dashboard,"",,,16187,2026,Governor,0,,11/3/26,general,false,false,,true,REP,Taylor Robson,37836,Karrin Taylor Robson,35.0
89603,1800,Noble Predictive Insights,"","",Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Online Opt-In Panel,6.0,Arizona,2/11/25,2/13/25,,"",,,,,218566,1006,rv,,rv,,2/26/25 10:35,"",https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,,https://www.noblepredictiveinsights.com/360-data-center/azpop-dashboard,"",,,16187,2026,Governor,0,,11/3/26,general,false,false,,true,DEM,Hobbs,37859,Katie Hobbs,40.0
89603,1800,Noble Predictive Insights,"","",Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Online Opt-In Panel,6.0,Arizona,2/11/25,2/13/25,,"",,,,,218566,1006,rv,,rv,,2/26/25 10:35,"",https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,,https://www.noblepredictiveinsights.com/360-data-center/azpop-dashboard,"",,,16187,2026,Governor,0,,11/3/26,general,false,false,,true,REP,Yee,37835,Kimberly Yee,34.0
89603,1800,Noble Predictive Insights,"","",Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Online Opt-In Panel,6.0,Arizona,2/11/25,2/13/25,,"",,,,,218567,1006,rv,,rv,,2/26/25 10:35,"",https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,,https://www.noblepredictiveinsights.com/360-data-center/azpop-dashboard,"",,,16187,2026,Governor,0,,11/3/26,general,false,false,,true,DEM,Hobbs,37859,Katie Hobbs,40.0
89603,1800,Noble Predictive Insights,"","",Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Online Opt-In Panel,6.0,Arizona,2/11/25,2/13/25,,"",,,,,218567,1006,rv,,rv,,2/26/25 10:35,"",https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,,https://www.noblepredictiveinsights.com/360-data-center/azpop-dashboard,"",,,16187,2026,Governor,0,,11/3/26,general,false,false,,true,REP,Hoffman,37882,Jake Hoffman,35.0
89603,1800,Noble Predictive Insights,"","",Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Online Opt-In Panel,6.0,Arizona,2/11/25,2/13/25,,"",,,,,218568,1006,rv,,rv,,2/26/25 10:36,"",https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,,https://www.noblepredictiveinsights.com/360-data-center/azpop-dashboard,"",,,16187,2026,Governor,0,,11/3/26,general,false,false,,true,DEM,Hobbs,37859,Katie Hobbs,39.0
89603,1800,Noble Predictive Insights,"","",Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Online Opt-In Panel,6.0,Arizona,2/11/25,2/13/25,,"",,,,,218568,1006,rv,,rv,,2/26/25 10:36,"",https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,,https://www.noblepredictiveinsights.com/360-data-center/azpop-dashboard,"",,,16187,2026,Governor,0,,11/3/26,general,false,false,,true,REP,Kirk,37883,Charles James Kirk,36.0
89603,1800,Noble Predictive Insights,"","",Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Online Opt-In Panel,6.0,Arizona,2/11/25,2/13/25,,"",,,,,218569,1006,rv,,rv,,2/26/25 10:36,"",https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,,https://www.noblepredictiveinsights.com/360-data-center/azpop-dashboard,"",,,16187,2026,Governor,0,,11/3/26,general,false,false,,true,DEM,Hobbs,37859,Katie Hobbs,40.0
89603,1800,Noble Predictive Insights,"","",Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Online Opt-In Panel,6.0,Arizona,2/11/25,2/13/25,,"",,,,,218569,1006,rv,,rv,,2/26/25 10:36,"",https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,,https://www.noblepredictiveinsights.com/360-data-center/azpop-dashboard,"",,,16187,2026,Governor,0,,11/3/26,general,false,false,,true,REP,Biggs,37834,Andy Biggs,38.0
89603,1800,Noble Predictive Insights,"","",Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Online Opt-In Panel,6.0,Arizona,2/11/25,2/13/25,,"",,,,,218570,1006,rv,,rv,,2/26/25 10:36,"",https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,,https://www.noblepredictiveinsights.com/360-data-center/azpop-dashboard,"",,,16187,2026,Governor,0,,11/3/26,general,false,false,,true,DEM,Hobbs,37859,Katie Hobbs,37.0
89603,1800,Noble Predictive Insights,"","",Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Online Opt-In Panel,6.0,Arizona,2/11/25,2/13/25,,"",,,,,218570,1006,rv,,rv,,2/26/25 10:36,"",https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,https://www.noblepredictiveinsights.com/post/arizona-gop-voters-still-searching-for-a-gubernatorial-primary-frontrunner,,https://www.noblepredictiveinsights.com/360-data-center/azpop-dashboard,"",,,16187,2026,Governor,0,,11/3/26,general,false,false,,true,REP,McCain,37884,John Sidney McCain,36.0
89597,1620,Citizen Data,1759,Unite NY,Citizen Data,616,Citizen Data,0.9,0.5,Online Opt-In Panel,1.0,New York,2/10/25,2/10/25,,"",,,,,218459,1000,rv,,rv,,2/25/25 10:19,"",https://mylittlefalls.com/unite-ny-poll-hochul-leads-lawler-by-single-digits/,https://mylittlefalls.com/unite-ny-poll-hochul-leads-lawler-by-single-digits/,,,"",,,16204,2026,Governor,0,,11/3/26,general,false,false,,true,DEM,Hochul,37876,Kathy C. Hochul,46.0
89597,1620,Citizen Data,1759,Unite NY,Citizen Data,616,Citizen Data,0.9,0.5,Online Opt-In Panel,1.0,New York,2/10/25,2/10/25,,"",,,,,218459,1000,rv,,rv,,2/25/25 10:19,"",https://mylittlefalls.com/unite-ny-poll-hochul-leads-lawler-by-single-digits/,https://mylittlefalls.com/unite-ny-poll-hochul-leads-lawler-by-single-digits/,,,"",,,16204,2026,Governor,0,,11/3/26,general,false,false,,true,REP,Lawler,37877,Mike Lawler,38.0
89551,143,EPIC-MRA,"","",EPIC-MRA,84,EPIC-MRA,1.9,-0.7,Live Phone,3.0,Michigan,2/3/25,2/8/25,,"",,,,,218111,600,lv,,lv,,2/11/25 11:06,"",https://www.wlns.com/news/poll-rogers-leads-buttigieg-in-hypothetical-senate-race/,https://www.wlns.com/news/poll-rogers-leads-buttigieg-in-hypothetical-senate-race/,https://ssl2002.webhosting.comcast.net/epic-mra/press/Stwd_Survey_Feb2025_Media_Freq.pdf,https://www.wlns.com/wp-content/uploads/sites/50/2025/02/Statewide_Feb2025_Media_Xtabs_450c39.pdf,"",false,,16198,2026,Governor,0,,11/3/26,general,false,false,,true,DEM,Benson,37848,Jocelyn Michelle Benson,31.0
89551,143,EPIC-MRA,"","",EPIC-MRA,84,EPIC-MRA,1.9,-0.7,Live Phone,3.0,Michigan,2/3/25,2/8/25,,"",,,,,218111,600,lv,,lv,,2/11/25 11:06,"",https://www.wlns.com/news/poll-rogers-leads-buttigieg-in-hypothetical-senate-race/,https://www.wlns.com/news/poll-rogers-leads-buttigieg-in-hypothetical-senate-race/,https://ssl2002.webhosting.comcast.net/epic-mra/press/Stwd_Survey_Feb2025_Media_Freq.pdf,https://www.wlns.com/wp-content/uploads/sites/50/2025/02/Statewide_Feb2025_Media_Xtabs_450c39.pdf,"",false,,16198,2026,Governor,0,,11/3/26,general,false,false,,true,REP,DeVos,37849,Dick DeVos,31.0
